"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.city_A","Input.city_B","Answer.equal.label","Approve","Reject"
"3YGE63DIN8GHHFF21O7E8BML73KW0R","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","33C7UALJVMH9LN2WP70AWKYWCNX811","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:39:18 PST 2021","Thu Feb 18 15:39:21 PST 2021","Sat Feb 20 15:39:21 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City B"
"3YGE63DIN8GHHFF21O7E8BML73KW0R","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3EG49X351VVU7A413LOJ7F66B7N6X6","A2VO8C41JJIQY9","Submitted","Thu Feb 18 15:48:22 PST 2021","Thu Feb 18 15:58:06 PST 2021","Sat Feb 20 15:58:06 PST 2021","","","","584","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City B"
"3YGE63DIN8GHHFF21O7E8BML73KW0R","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3F0BG9B9MQ62BF8GRRFDW7DB8O07YB","A1YSYI926BBOHW","Submitted","Thu Feb 18 15:39:11 PST 2021","Thu Feb 18 15:39:19 PST 2021","Sat Feb 20 15:39:19 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City B"
"3W3RSPVVGSAHM7FJVHEWO7TCPLKLUQ","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","317HQ483I8B5O0LY3GAZ6G5DIK7INR","A1LDS7OIWQ150C","Submitted","Thu Feb 18 15:39:08 PST 2021","Thu Feb 18 15:40:00 PST 2021","Sat Feb 20 15:40:00 PST 2021","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City A"
"3W3RSPVVGSAHM7FJVHEWO7TCPLKLUQ","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","34J10VATJGHQRXYQJ82GAA0INVUIQE","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:39:11 PST 2021","Thu Feb 18 15:39:15 PST 2021","Sat Feb 20 15:39:15 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City B"
"3W3RSPVVGSAHM7FJVHEWO7TCPLKLUQ","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3IKZ72A5B5ZLE9J8284E3JSL2SFNF5","A280UKMMBLRURU","Submitted","Thu Feb 18 15:39:20 PST 2021","Thu Feb 18 15:39:29 PST 2021","Sat Feb 20 15:39:29 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City A"
"3HUR21WDDU8T3AGDJ1E92MUCSI5YXN","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3MTMREQS4W1G5CBEJT99L1ULYO6AW6","A280UKMMBLRURU","Submitted","Thu Feb 18 15:39:10 PST 2021","Thu Feb 18 15:39:20 PST 2021","Sat Feb 20 15:39:20 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City A"
"3HUR21WDDU8T3AGDJ1E92MUCSI5YXN","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3SB5N7Y3O4NO7DNWCM8YASWKVE4G0M","A1YSYI926BBOHW","Submitted","Thu Feb 18 15:39:05 PST 2021","Thu Feb 18 15:39:15 PST 2021","Sat Feb 20 15:39:15 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City B"
"3HUR21WDDU8T3AGDJ1E92MUCSI5YXN","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:28 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:28 PST 2021","","","3W2LOLRXLCYH9T3EWQCSSGP0BLLKRS","AZ0KS5UTO3EJ2","Submitted","Thu Feb 18 15:39:18 PST 2021","Thu Feb 18 15:39:25 PST 2021","Sat Feb 20 15:39:25 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City A"
"3M4KL7H8KV6JUPLE6PYAOM6IOUY161","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","39JEC7537VKRJ287DX045U1VRIPCV0","A2VO8C41JJIQY9","Submitted","Thu Feb 18 15:39:09 PST 2021","Thu Feb 18 15:39:43 PST 2021","Sat Feb 20 15:39:43 PST 2021","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Boston, MA","City A"
"3M4KL7H8KV6JUPLE6PYAOM6IOUY161","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3EQHHY4HQTBN2K9X9SEARNSBCMFG57","A3U7KCX5530RT4","Submitted","Thu Feb 18 15:39:19 PST 2021","Thu Feb 18 15:39:26 PST 2021","Sat Feb 20 15:39:26 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Boston, MA","City A"
"3M4KL7H8KV6JUPLE6PYAOM6IOUY161","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3KIBXJ1WD6DECGBY4YVOYLKV0Y1KOJ","APAMK3771GR3W","Submitted","Thu Feb 18 15:39:06 PST 2021","Thu Feb 18 15:39:25 PST 2021","Sat Feb 20 15:39:25 PST 2021","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Boston, MA","City A"
"3N7PQ0KLI58JH7S8ZBVRO3DS3C03EG","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3EKVH9QMEZNSR3GJPJB4NVM2FK8D2T","A3U5D83UGFY23Y","Submitted","Thu Feb 18 15:39:24 PST 2021","Thu Feb 18 15:39:29 PST 2021","Sat Feb 20 15:39:29 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","El Paso, TX","City A"
"3N7PQ0KLI58JH7S8ZBVRO3DS3C03EG","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3FDJT1UU75RS465GZJZPPFK4J3W5KZ","A2VO8C41JJIQY9","Submitted","Thu Feb 18 15:39:05 PST 2021","Thu Feb 18 15:39:19 PST 2021","Sat Feb 20 15:39:19 PST 2021","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","El Paso, TX","City A"
"3N7PQ0KLI58JH7S8ZBVRO3DS3C03EG","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3HPZF4IVNNC8NW3CI8NOCT5P9ZRCY9","A1YSYI926BBOHW","Submitted","Thu Feb 18 15:39:20 PST 2021","Thu Feb 18 15:39:29 PST 2021","Sat Feb 20 15:39:29 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","El Paso, TX","City A"
"3566S7OX5D22YPZJPZ32U06EJ5I170","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3SB4CE2TJWEVUCG4TY5VNK8S7QCAXZ","A1YSYI926BBOHW","Submitted","Thu Feb 18 15:39:12 PST 2021","Thu Feb 18 15:39:22 PST 2021","Sat Feb 20 15:39:22 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Chicago, IL","City A"
"3566S7OX5D22YPZJPZ32U06EJ5I170","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3X66WABAJX1KO5MTV9QHCQURYQOG3H","A3U5D83UGFY23Y","Submitted","Thu Feb 18 15:39:18 PST 2021","Thu Feb 18 15:39:24 PST 2021","Sat Feb 20 15:39:24 PST 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Chicago, IL","City A"
"3566S7OX5D22YPZJPZ32U06EJ5I170","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3Z7EFSHGNAXJNRD2DC1MTFYG7TXCX3","A2VO8C41JJIQY9","Submitted","Thu Feb 18 15:39:17 PST 2021","Thu Feb 18 15:39:54 PST 2021","Sat Feb 20 15:39:54 PST 2021","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Chicago, IL","City A"
"3ZCC2DXSD7NI3F6NOX0BL01LUOZYYT","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3483FV8BEF2T6U14FW3QHPCAYYL62U","A2VO8C41JJIQY9","Submitted","Thu Feb 18 15:39:56 PST 2021","Thu Feb 18 15:41:08 PST 2021","Sat Feb 20 15:41:08 PST 2021","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Washington, DC","City A"
"3ZCC2DXSD7NI3F6NOX0BL01LUOZYYT","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3I3WADAZ9RNBUXQVXBRIWW1D3865OJ","AY7RI824FORAE","Submitted","Thu Feb 18 15:39:15 PST 2021","Thu Feb 18 15:39:26 PST 2021","Sat Feb 20 15:39:26 PST 2021","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Washington, DC","City A"
"3ZCC2DXSD7NI3F6NOX0BL01LUOZYYT","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","3W92K5RLWV06KHZSYNDWROVLZ135VL","A3TYCJO2DG3RMH","Submitted","Thu Feb 18 15:39:23 PST 2021","Thu Feb 18 15:39:28 PST 2021","Sat Feb 20 15:39:28 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Washington, DC","City A"
"3538U0YQ1FDBNLS4UMFX6LYSFDF3FY","3XCYFDC5RLO7K9F3OU6TQCCEGDNO7D","Which city is more politically liberal?","A comparison of 2 cities. The question asks which is more politically liberal.","item, equality, comparison","$0.02","Thu Feb 18 15:38:29 PST 2021","3","BatchId:4338938;OriginalHitTemplateId:928390889;","3600","172800","Thu Feb 25 15:38:29 PST 2021","","","31LM9EDVOMB1JB54LYVZIHKDVZWNJ8","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:39:24 PST 2021","Thu Feb 18 15:39:27 PST 2021","Sat Feb 20 15:39:27 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","Los Angeles, CA","Boston, MA","City A"
