"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.city_A","Input.city_B","Answer.which_city.label","Approve","Reject"
"3TX9T2ZCB9169ALBEC3IANBC5NQZWE","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","35GMH2SV3EH2GQJ7H53WW3TUWDSOEJ","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:38:30 PST 2021","Thu Feb 18 15:38:33 PST 2021","Sat Feb 20 15:38:33 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","5","New York, NY","El Paso, TX","City A"
"3TX9T2ZCB9169ALBEC3IANBC5NQZWE","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3DL65MZB8DF171M4R0U513ZD7Z9CEA","A1RP234EJ8NH7K","Submitted","Thu Feb 18 15:40:35 PST 2021","Thu Feb 18 15:40:39 PST 2021","Sat Feb 20 15:40:39 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","5","New York, NY","El Paso, TX","City B"
"3HFWPF5AK9JCH0X990Y89X3CKFVS3V","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","33CKWXB73JKI0XIUZFA6DNXSETF11R","AZ0KS5UTO3EJ2","Submitted","Thu Feb 18 15:48:52 PST 2021","Thu Feb 18 15:48:59 PST 2021","Sat Feb 20 15:48:59 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","1","New York, NY","Los Angeles, CA","City A"
"3HFWPF5AK9JCH0X990Y89X3CKFVS3V","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","374TNBHA8BV377DEWJ7USBGATQFQY8","ARG392N6HWZCJ","Submitted","Thu Feb 18 15:38:29 PST 2021","Thu Feb 18 15:38:33 PST 2021","Sat Feb 20 15:38:33 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","1","New York, NY","Los Angeles, CA","City A"
"3HFWPF5AK9JCH0X990Y89X3CKFVS3V","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3OLQQLKKNSPOFFSA1SBRO7C8XJIEJQ","A1RP234EJ8NH7K","Submitted","Thu Feb 18 15:38:33 PST 2021","Thu Feb 18 15:38:36 PST 2021","Sat Feb 20 15:38:36 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","1","New York, NY","Los Angeles, CA","City B"
"3VADEH0UHCXJOP2W7YVFM06DPBNPS4","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","31LM9EDVOLSS9L5NUREAEU6HBBJJNK","A3U5D83UGFY23Y","Submitted","Thu Feb 18 15:38:27 PST 2021","Thu Feb 18 15:38:32 PST 2021","Sat Feb 20 15:38:32 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","2","New York, NY","Chicago, IL","City A"
"3VADEH0UHCXJOP2W7YVFM06DPBNPS4","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3HHRAGRYX85LLUSQ9UNA4PSJ5GCO99","A3TYCJO2DG3RMH","Submitted","Thu Feb 18 15:38:21 PST 2021","Thu Feb 18 15:38:29 PST 2021","Sat Feb 20 15:38:29 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","2","New York, NY","Chicago, IL","City A"
"3VADEH0UHCXJOP2W7YVFM06DPBNPS4","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3VP0C6EFSGWA385GY75LSBCCKFP6M1","A35CL66BEUSJ5Z","Submitted","Thu Feb 18 15:38:25 PST 2021","Thu Feb 18 15:38:29 PST 2021","Sat Feb 20 15:38:29 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","2","New York, NY","Chicago, IL","City B"
"3ZG552ORAM43OAIUZVP81AIRD5Q2V0","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","320DUZ38G7MMZTO17N1FOAXKAZXJGC","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:38:24 PST 2021","Thu Feb 18 15:38:27 PST 2021","Sat Feb 20 15:38:27 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","3","New York, NY","Washington, DC","City B"
"3ZG552ORAM43OAIUZVP81AIRD5Q2V0","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3TESA3PJ31ACSBQ8LNC2H79YAF4MMR","A280UKMMBLRURU","Submitted","Thu Feb 18 15:38:55 PST 2021","Thu Feb 18 15:39:04 PST 2021","Sat Feb 20 15:39:04 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","3","New York, NY","Washington, DC","City A"
"3ZG552ORAM43OAIUZVP81AIRD5Q2V0","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3VSOLARPKB9WZ5Z4QW3IGMU8APG93Z","A3P57IUDHUKNCE","Submitted","Thu Feb 18 15:38:15 PST 2021","Thu Feb 18 15:49:15 PST 2021","Sat Feb 20 15:49:15 PST 2021","","","","660","0% (0/0)","0% (0/0)","0% (0/0)","3","New York, NY","Washington, DC","City B"
"3R5OYNIC2C9K3PFBWY05W52ZRU1PTT","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","32Q90QCQ1SLJQZYSJDB3PMCLC8IEKP","A2J65ZHAJQDKAC","Submitted","Thu Feb 18 15:38:41 PST 2021","Thu Feb 18 15:38:51 PST 2021","Sat Feb 20 15:38:51 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","4","New York, NY","Boston, MA","City A"
"3R5OYNIC2C9K3PFBWY05W52ZRU1PTT","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3KIBXJ1WD5U52QBHDREZUY6ZGAOOK3","A1RP234EJ8NH7K","Submitted","Thu Feb 18 15:38:40 PST 2021","Thu Feb 18 15:38:42 PST 2021","Sat Feb 20 15:38:42 PST 2021","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","4","New York, NY","Boston, MA","City B"
"3R5OYNIC2C9K3PFBWY05W52ZRU1PTT","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3VFJCI1K4ZZ3XH7EFSAOQ1JBKGRGR1","A3U5D83UGFY23Y","Submitted","Thu Feb 18 15:38:39 PST 2021","Thu Feb 18 15:38:44 PST 2021","Sat Feb 20 15:38:44 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","4","New York, NY","Boston, MA","City A"
"3NCN4N1H1GHK4I9HGXWSSMRIL80NB5","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3BQU611VFPKIE7OK754S7ZXUAHQ99G","A1RP234EJ8NH7K","Submitted","Thu Feb 18 15:38:36 PST 2021","Thu Feb 18 15:38:40 PST 2021","Sat Feb 20 15:38:40 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","6","Los Angeles, CA","Chicago, IL","City B"
"3NCN4N1H1GHK4I9HGXWSSMRIL80NB5","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3K772S5NP8BSO9XKDS86CUWTKREEHL","A3TYCJO2DG3RMH","Submitted","Thu Feb 18 15:38:29 PST 2021","Thu Feb 18 15:38:34 PST 2021","Sat Feb 20 15:38:34 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","6","Los Angeles, CA","Chicago, IL","City A"
"3NCN4N1H1GHK4I9HGXWSSMRIL80NB5","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3TDXMTX3CBUO7PFPDS7T0I5V3656IL","A1U6FHP7KMKFIB","Submitted","Thu Feb 18 15:38:17 PST 2021","Thu Feb 18 15:38:45 PST 2021","Sat Feb 20 15:38:45 PST 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","6","Los Angeles, CA","Chicago, IL","City B"
"3G57RS03HH5MQG3FT47VXCOS0HO52W","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","36DSNE9QZ5YAR65ZV6ENTJ6M1LOOJ4","A35CL66BEUSJ5Z","Submitted","Thu Feb 18 15:38:39 PST 2021","Thu Feb 18 15:38:42 PST 2021","Sat Feb 20 15:38:42 PST 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","7","Los Angeles, CA","Washington, DC","City B"
"3G57RS03HH5MQG3FT47VXCOS0HO52W","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3IXQG4FA2TY1203H5PIOY5SKYHT9BQ","A3TYCJO2DG3RMH","Submitted","Thu Feb 18 15:39:07 PST 2021","Thu Feb 18 15:39:13 PST 2021","Sat Feb 20 15:39:13 PST 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","7","Los Angeles, CA","Washington, DC","City A"
"3G57RS03HH5MQG3FT47VXCOS0HO52W","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","3N2BF7Y2VQUQ0XPXUQWPP212TT5MHI","A3NFGEUZAH9V5G","Submitted","Thu Feb 18 15:38:36 PST 2021","Thu Feb 18 15:38:40 PST 2021","Sat Feb 20 15:38:40 PST 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","7","Los Angeles, CA","Washington, DC","City B"
"30UZJB2POHCBBYZYX4L0GMTK6VO537","3X20CIABYWLUOBNDNFQGWGCXKYY0DI","Which city is more political liberal?","Please select which city is more political liberal?","item, equality, comparison","$0.01","Thu Feb 18 15:37:58 PST 2021","3","BatchId:4338928;OriginalHitTemplateId:928390889;","3600","172800","Fri Feb 19 15:37:58 PST 2021","","","33F859I566DUH6L0316GBMQ8HU1BHI","A2JJF5OFND2KL5","Submitted","Thu Feb 18 15:38:12 PST 2021","Thu Feb 18 15:51:03 PST 2021","Sat Feb 20 15:51:03 PST 2021","","","","771","0% (0/0)","0% (0/0)","0% (0/0)","8","Los Angeles, CA","Boston, MA","City B"
